entity,tier,layer,pc1,pc2,method
worker,T1,17,21.64784049987793,-1.2916991710662842,pca_entity_mean
zebrafish,T3,17,-14.125438690185547,1.1262413263320923,pca_entity_mean
ant,T5,18,-2.301966905593872,-7.974116325378418,pca_entity_mean
aphid,T5,18,-6.102314472198486,-9.904908180236816,pca_entity_mean
bacterium,T6,18,4.999512195587158,-14.731096267700195,pca_entity_mean
bee,T4,18,-13.891794204711914,2.0811469554901123,pca_entity_mean
beetle,T5,18,-8.666049003601074,-3.964621067047119,pca_entity_mean
bumblebee,T4,18,-4.686990261077881,-5.865683078765869,pca_entity_mean
chicken,T3,18,-12.139216423034668,16.936859130859375,pca_entity_mean
child,T1,18,27.018722534179688,7.701728820800781,pca_entity_mean
chimpanzee,T2,18,-2.090986728668213,0.9633317589759827,pca_entity_mean
cloud,T6,18,4.945959091186523,-13.992974281311035,pca_entity_mean
cockroach,T5,18,-7.220078945159912,0.6044392585754395,pca_entity_mean
cow,T2,18,-1.9271557331085205,24.49904441833496,pca_entity_mean
crab,T4,18,-19.972942352294922,-0.4110652506351471,pca_entity_mean
crayfish,T4,18,-7.278558254241943,-8.168501853942871,pca_entity_mean
crow,T3,18,-6.392090320587158,9.867874145507812,pca_entity_mean
dog,T2,18,6.847111225128174,24.272247314453125,pca_entity_mean
dolphin,T2,18,0.7000542879104614,1.057193398475647,pca_entity_mean
earthworm,T5,18,1.138026475906372,-7.099767684936523,pca_entity_mean
elderly person,T1,18,25.988513946533203,-1.1491496562957764,pca_entity_mean
elephant,T2,18,-2.2344539165496826,17.24135971069336,pca_entity_mean
fly,T5,18,-11.925590515136719,0.9183401465415955,pca_entity_mean
frog,T3,18,-10.461977005004883,11.19847297668457,pca_entity_mean
gecko,T3,18,-3.707796812057495,-6.848282814025879,pca_entity_mean
horse,T2,18,4.098581314086914,24.807388305664062,pca_entity_mean
infant,T1,18,21.603145599365234,8.25609016418457,pca_entity_mean
lobster,T4,18,-11.891497611999512,-5.9055328369140625,pca_entity_mean
mantis shrimp,T4,18,-7.3093132972717285,-8.056221961975098,pca_entity_mean
mite,T5,18,-0.90194171667099,-11.461955070495605,pca_entity_mean
moss,T6,18,-6.5576491355896,-19.604936599731445,pca_entity_mean
moth,T5,18,-9.141009330749512,-4.418542385101318,pca_entity_mean
mushroom,T6,18,-9.338164329528809,-9.75516128540039,pca_entity_mean
mussel,T4,18,-14.417038917541504,-10.973040580749512,pca_entity_mean
nematode,T5,18,-9.635464668273926,-12.537803649902344,pca_entity_mean
oak tree,T6,18,5.607725620269775,-8.528035163879395,pca_entity_mean
octopus,T4,18,-3.9741432666778564,-5.315921783447266,pca_entity_mean
patient,T1,18,30.15481948852539,3.857950210571289,pca_entity_mean
pig,T2,18,-9.655823707580566,30.031436920166016,pca_entity_mean
pigeon,T3,18,-8.620738983154297,23.69449806213379,pca_entity_mean
prisoner,T1,18,26.107959747314453,3.106945514678955,pca_entity_mean
rabbit,T2,18,-4.9086198806762695,19.860525131225586,pca_entity_mean
rat,T2,18,-5.733992576599121,15.460783958435059,pca_entity_mean
refugee,T1,18,13.117981910705566,-3.1359238624572754,pca_entity_mean
river,T6,18,6.225909233093262,-13.79959487915039,pca_entity_mean
rock,T6,18,3.2651560306549072,-17.71212387084961,pca_entity_mean
salmon,T3,18,-17.5587158203125,2.9840238094329834,pca_entity_mean
seaweed,T6,18,-3.1667110919952393,-17.238468170166016,pca_entity_mean
shrimp,T4,18,-19.066556930541992,-3.421788215637207,pca_entity_mean
snake,T3,18,-7.4853596687316895,8.470386505126953,pca_entity_mean
soldier,T1,18,25.89006996154785,1.604934811592102,pca_entity_mean
squid,T4,18,-7.400933742523193,-4.560705661773682,pca_entity_mean
statue,T6,18,16.04949188232422,-8.848179817199707,pca_entity_mean
table,T6,18,12.799015998840332,-12.861391067504883,pca_entity_mean
teenager,T1,18,32.97591018676758,1.6645536422729492,pca_entity_mean
trout,T3,18,-15.172797203063965,1.5401573181152344,pca_entity_mean
tuna,T3,18,-6.992500305175781,-8.161493301391602,pca_entity_mean
whale,T2,18,-5.411651134490967,11.824832916259766,pca_entity_mean
woman,T1,18,31.51583480834961,2.3266658782958984,pca_entity_mean
woodlouse,T5,18,-2.9432153701782227,-10.26265811920166,pca_entity_mean
worker,T1,18,21.061046600341797,-2.2142117023468018,pca_entity_mean
zebrafish,T3,18,-13.826700210571289,2.0505788326263428,pca_entity_mean
ant,T5,19,-5.572179317474365,-8.17743968963623,pca_entity_mean
aphid,T5,19,-7.802186489105225,-10.419063568115234,pca_entity_mean
bacterium,T6,19,5.681780815124512,-15.365266799926758,pca_entity_mean
bee,T4,19,-12.943608283996582,2.885127067565918,pca_entity_mean
beetle,T5,19,-8.127335548400879,-3.9628162384033203,pca_entity_mean
bumblebee,T4,19,-6.064672946929932,-5.506858825683594,pca_entity_mean
chicken,T3,19,-11.009367942810059,17.13530921936035,pca_entity_mean
child,T1,19,27.150665283203125,7.100398063659668,pca_entity_mean
chimpanzee,T2,19,-5.02545690536499,0.29831463098526,pca_entity_mean
cloud,T6,19,4.17125129699707,-13.434798240661621,pca_entity_mean
cockroach,T5,19,-8.842816352844238,0.23642899096012115,pca_entity_mean
cow,T2,19,-3.1817567348480225,24.294050216674805,pca_entity_mean
crab,T4,19,-19.11248207092285,0.538239061832428,pca_entity_mean
crayfish,T4,19,-9.21677017211914,-8.13110637664795,pca_entity_mean
crow,T3,19,-7.407625675201416,9.433006286621094,pca_entity_mean
dog,T2,19,7.856438159942627,24.246931076049805,pca_entity_mean
dolphin,T2,19,-0.06873982399702072,0.8438819050788879,pca_entity_mean
earthworm,T5,19,2.331573724746704,-6.969331741333008,pca_entity_mean
elderly person,T1,19,27.431419372558594,-1.5171221494674683,pca_entity_mean
elephant,T2,19,-1.724999189376831,16.804407119750977,pca_entity_mean
fly,T5,19,-11.228913307189941,1.195033073425293,pca_entity_mean
frog,T3,19,-8.471056938171387,11.30569839477539,pca_entity_mean
gecko,T3,19,-4.462671279907227,-6.2401957511901855,pca_entity_mean
horse,T2,19,4.363003730773926,25.146564483642578,pca_entity_mean
infant,T1,19,20.33843994140625,7.733420372009277,pca_entity_mean
lobster,T4,19,-12.3270902633667,-5.547444820404053,pca_entity_mean
mantis shrimp,T4,19,-8.587723731994629,-7.7103047370910645,pca_entity_mean
mite,T5,19,-2.3302645683288574,-10.990607261657715,pca_entity_mean
moss,T6,19,-6.918114185333252,-18.883907318115234,pca_entity_mean
moth,T5,19,-8.534088134765625,-3.899057149887085,pca_entity_mean
mushroom,T6,19,-8.326605796813965,-9.547292709350586,pca_entity_mean
mussel,T4,19,-15.306150436401367,-10.583883285522461,pca_entity_mean
nematode,T5,19,-11.027070999145508,-13.032963752746582,pca_entity_mean
oak tree,T6,19,6.47736930847168,-8.640630722045898,pca_entity_mean
octopus,T4,19,-4.966538429260254,-5.695343494415283,pca_entity_mean
patient,T1,19,31.41124153137207,3.198935031890869,pca_entity_mean
pig,T2,19,-9.52118968963623,29.12787628173828,pca_entity_mean
pigeon,T3,19,-8.115633010864258,23.114316940307617,pca_entity_mean
