sentence_id,entity,tier,template_id,template_type,n_tokens,n_entity_tokens,resid_post_norm,mlp_out_norm,attn_to_mean
T12_moth,moth,T5,T12,scientific_welfare,11,1,69.8125,65.0,0.041778564453125
T13_moth,moth,T5,T13,moral_consideration,10,1,75.8125,69.375,0.05035400390625
T14_moth,moth,T5,T14,moral_consideration,13,1,50.46875,45.375,0.0199432373046875
T15_moth,moth,T5,T15,moral_consideration,12,1,54.90625,49.375,0.00632476806640625
T16_moth,moth,T5,T16,moral_consideration,13,1,69.5,64.0,0.0265045166015625
T17_moth,moth,T5,T17,neutral_control,7,1,75.8125,69.375,0.0631103515625
T18_moth,moth,T5,T18,neutral_control,8,1,75.8125,69.375,0.0628662109375
T19_moth,moth,T5,T19,neutral_control,12,1,72.5,65.75,0.047698974609375
T20_moth,moth,T5,T20,neutral_control,8,1,75.8125,69.375,0.056732177734375
T21_moth,moth,T5,T21,cross_framing,14,1,75.8125,69.375,0.042938232421875
T22_moth,moth,T5,T22,cross_framing,15,1,62.875,57.84375,0.03570556640625
T23_moth,moth,T5,T23,cross_framing,17,1,55.8125,50.34375,0.0222930908203125
T24_moth,moth,T5,T24,cross_framing,21,1,75.875,69.1875,0.0160675048828125
T25_moth,moth,T5,T25,cross_framing,19,1,75.8125,69.375,0.0467529296875
T01_nematode,nematode,T5,T01,pain_suffering,7,2,65.3125,56.625,0.048675537109375
T02_nematode,nematode,T5,T02,pain_suffering,10,2,69.1875,59.65625,0.02545166015625
T03_nematode,nematode,T5,T03,pain_suffering,11,2,65.3125,56.625,0.040740966796875
T04_nematode,nematode,T5,T04,pain_suffering,13,2,66.4375,57.25,0.0235748291015625
T05_nematode,nematode,T5,T05,fear,10,2,65.3125,56.625,0.039031982421875
T06_nematode,nematode,T5,T06,fear,11,2,65.3125,56.625,0.034698486328125
T07_nematode,nematode,T5,T07,fear,14,2,65.125,56.15625,0.0181732177734375
T08_nematode,nematode,T5,T08,fear,9,2,65.3125,56.625,0.04071044921875
T09_nematode,nematode,T5,T09,scientific_welfare,10,2,57.40625,51.4375,0.0222015380859375
T10_nematode,nematode,T5,T10,scientific_welfare,13,2,61.03125,53.0,0.023773193359375
T11_nematode,nematode,T5,T11,scientific_welfare,13,2,59.59375,53.6875,0.0186767578125
T12_nematode,nematode,T5,T12,scientific_welfare,12,2,64.3125,55.9375,0.028717041015625
T13_nematode,nematode,T5,T13,moral_consideration,11,2,65.3125,56.625,0.034576416015625
T14_nematode,nematode,T5,T14,moral_consideration,14,2,59.09375,51.84375,0.020416259765625
T15_nematode,nematode,T5,T15,moral_consideration,13,2,64.125,55.40625,0.01302337646484375
T16_nematode,nematode,T5,T16,moral_consideration,14,2,62.6875,55.5625,0.0240936279296875
T17_nematode,nematode,T5,T17,neutral_control,8,2,65.3125,56.625,0.045166015625
T18_nematode,nematode,T5,T18,neutral_control,9,2,65.3125,56.625,0.041595458984375
T19_nematode,nematode,T5,T19,neutral_control,13,2,65.5,56.6875,0.029541015625
T20_nematode,nematode,T5,T20,neutral_control,9,2,65.3125,56.625,0.041168212890625
T21_nematode,nematode,T5,T21,cross_framing,15,2,65.3125,56.625,0.0283050537109375
T22_nematode,nematode,T5,T22,cross_framing,16,2,59.53125,51.375,0.024200439453125
T23_nematode,nematode,T5,T23,cross_framing,18,2,62.71875,54.40625,0.01849365234375
T24_nematode,nematode,T5,T24,cross_framing,22,2,69.0625,59.9375,0.015899658203125
T25_nematode,nematode,T5,T25,cross_framing,20,2,65.3125,56.625,0.02783203125
T01_woodlouse,woodlouse,T5,T01,pain_suffering,8,3,71.8125,62.75,0.036376953125
T02_woodlouse,woodlouse,T5,T02,pain_suffering,11,3,76.125,64.8125,0.019866943359375
T03_woodlouse,woodlouse,T5,T03,pain_suffering,12,3,71.8125,62.75,0.028350830078125
T04_woodlouse,woodlouse,T5,T04,pain_suffering,14,3,69.4375,59.21875,0.01776123046875
T05_woodlouse,woodlouse,T5,T05,fear,11,3,71.8125,62.75,0.029876708984375
T06_woodlouse,woodlouse,T5,T06,fear,12,3,71.8125,62.75,0.0261383056640625
T07_woodlouse,woodlouse,T5,T07,fear,15,3,67.0,55.78125,0.01407623291015625
T08_woodlouse,woodlouse,T5,T08,fear,10,3,71.8125,62.75,0.0299072265625
T09_woodlouse,woodlouse,T5,T09,scientific_welfare,11,3,61.84375,54.25,0.02008056640625
T10_woodlouse,woodlouse,T5,T10,scientific_welfare,14,3,66.75,57.0,0.0189666748046875
T11_woodlouse,woodlouse,T5,T11,scientific_welfare,14,3,59.9375,53.4375,0.0155792236328125
T12_woodlouse,woodlouse,T5,T12,scientific_welfare,13,3,67.0625,57.15625,0.022247314453125
T13_woodlouse,woodlouse,T5,T13,moral_consideration,12,3,71.8125,62.75,0.0272674560546875
T14_woodlouse,woodlouse,T5,T14,moral_consideration,15,3,68.0,58.0,0.01593017578125
T15_woodlouse,woodlouse,T5,T15,moral_consideration,14,3,64.9375,53.25,0.01140594482421875
T16_woodlouse,woodlouse,T5,T16,moral_consideration,15,3,71.375,62.6875,0.0189971923828125
T17_woodlouse,woodlouse,T5,T17,neutral_control,9,3,71.8125,62.75,0.034271240234375
T18_woodlouse,woodlouse,T5,T18,neutral_control,10,3,71.8125,62.75,0.031829833984375
T19_woodlouse,woodlouse,T5,T19,neutral_control,14,3,70.5,59.625,0.02349853515625
T20_woodlouse,woodlouse,T5,T20,neutral_control,10,3,71.8125,62.75,0.03192138671875
T21_woodlouse,woodlouse,T5,T21,cross_framing,16,3,71.8125,62.75,0.022064208984375
T22_woodlouse,woodlouse,T5,T22,cross_framing,17,3,63.96875,55.03125,0.019775390625
T23_woodlouse,woodlouse,T5,T23,cross_framing,19,3,68.375,58.3125,0.0147552490234375
T24_woodlouse,woodlouse,T5,T24,cross_framing,23,3,74.75,63.5625,0.0119781494140625
T25_woodlouse,woodlouse,T5,T25,cross_framing,21,3,71.8125,62.75,0.0214996337890625
T01_bacterium,bacterium,T6,T01,pain_suffering,6,1,103.0,92.875,0.07080078125
T02_bacterium,bacterium,T6,T02,pain_suffering,9,1,108.375,98.8125,0.036102294921875
T03_bacterium,bacterium,T6,T03,pain_suffering,10,1,103.0,92.875,0.05914306640625
T04_bacterium,bacterium,T6,T04,pain_suffering,12,1,105.625,96.625,0.036590576171875
T05_bacterium,bacterium,T6,T05,fear,9,1,103.0,92.875,0.05670166015625
T06_bacterium,bacterium,T6,T06,fear,10,1,103.0,92.875,0.049072265625
T07_bacterium,bacterium,T6,T07,fear,13,1,102.75,94.0,0.0264129638671875
T08_bacterium,bacterium,T6,T08,fear,8,1,103.0,92.875,0.060546875
T09_bacterium,bacterium,T6,T09,scientific_welfare,9,1,98.8125,91.625,0.031341552734375
T10_bacterium,bacterium,T6,T10,scientific_welfare,12,1,99.8125,91.5,0.0347900390625
T11_bacterium,bacterium,T6,T11,scientific_welfare,12,1,95.8125,87.9375,0.0251922607421875
T12_bacterium,bacterium,T6,T12,scientific_welfare,11,1,97.75,89.5625,0.047393798828125
T13_bacterium,bacterium,T6,T13,moral_consideration,10,1,103.0,92.875,0.04937744140625
T14_bacterium,bacterium,T6,T14,moral_consideration,13,1,96.4375,88.4375,0.0286102294921875
T15_bacterium,bacterium,T6,T15,moral_consideration,12,1,97.875,85.4375,0.01360321044921875
T16_bacterium,bacterium,T6,T16,moral_consideration,13,1,99.6875,91.5,0.036376953125
T17_bacterium,bacterium,T6,T17,neutral_control,7,1,103.0,92.875,0.06549072265625
T18_bacterium,bacterium,T6,T18,neutral_control,8,1,103.0,92.875,0.05975341796875
T19_bacterium,bacterium,T6,T19,neutral_control,12,1,102.375,89.9375,0.044891357421875
T20_bacterium,bacterium,T6,T20,neutral_control,8,1,103.0,92.875,0.059295654296875
T21_bacterium,bacterium,T6,T21,cross_framing,14,1,103.0,92.875,0.042510986328125
T22_bacterium,bacterium,T6,T22,cross_framing,15,1,94.8125,83.625,0.042816162109375
T23_bacterium,bacterium,T6,T23,cross_framing,17,1,97.625,89.6875,0.026458740234375
T24_bacterium,bacterium,T6,T24,cross_framing,21,1,108.3125,98.875,0.024322509765625
T25_bacterium,bacterium,T6,T25,cross_framing,19,1,103.0,92.875,0.04449462890625
T01_cloud,cloud,T6,T01,pain_suffering,6,1,81.75,74.75,0.053192138671875
T02_cloud,cloud,T6,T02,pain_suffering,9,1,86.9375,79.4375,0.0240478515625
T03_cloud,cloud,T6,T03,pain_suffering,10,1,81.75,74.75,0.042144775390625
T04_cloud,cloud,T6,T04,pain_suffering,12,1,88.1875,81.0625,0.0266876220703125
T05_cloud,cloud,T6,T05,fear,9,1,81.75,74.75,0.0396728515625
T06_cloud,cloud,T6,T06,fear,10,1,81.75,74.75,0.037689208984375
T07_cloud,cloud,T6,T07,fear,13,1,93.75,86.5625,0.0116729736328125
T08_cloud,cloud,T6,T08,fear,8,1,81.75,74.75,0.042755126953125
T09_cloud,cloud,T6,T09,scientific_welfare,9,1,62.03125,56.21875,0.0216217041015625
T10_cloud,cloud,T6,T10,scientific_welfare,12,1,68.8125,63.40625,0.02593994140625
T11_cloud,cloud,T6,T11,scientific_welfare,12,1,67.5625,62.875,0.0199432373046875
T12_cloud,cloud,T6,T12,scientific_welfare,11,1,65.6875,59.8125,0.030792236328125
T13_cloud,cloud,T6,T13,moral_consideration,10,1,81.75,74.75,0.0382080078125
T14_cloud,cloud,T6,T14,moral_consideration,13,1,66.8125,61.21875,0.0205230712890625
T15_cloud,cloud,T6,T15,moral_consideration,12,1,68.25,62.09375,0.00616455078125
T16_cloud,cloud,T6,T16,moral_consideration,13,1,74.6875,69.0,0.0271759033203125
T17_cloud,cloud,T6,T17,neutral_control,7,1,81.75,74.75,0.0517578125
T18_cloud,cloud,T6,T18,neutral_control,8,1,81.75,74.75,0.047698974609375
T19_cloud,cloud,T6,T19,neutral_control,12,1,79.3125,72.0,0.032989501953125
T20_cloud,cloud,T6,T20,neutral_control,8,1,81.75,74.75,0.0472412109375
T21_cloud,cloud,T6,T21,cross_framing,14,1,81.75,74.75,0.030059814453125
T22_cloud,cloud,T6,T22,cross_framing,15,1,70.25,64.125,0.0276336669921875
T23_cloud,cloud,T6,T23,cross_framing,17,1,70.625,65.125,0.0180816650390625
T24_cloud,cloud,T6,T24,cross_framing,21,1,75.6875,69.3125,0.0157623291015625
T25_cloud,cloud,T6,T25,cross_framing,19,1,81.75,74.75,0.031982421875
T01_moss,moss,T6,T01,pain_suffering,6,1,76.8125,69.375,0.05224609375
T02_moss,moss,T6,T02,pain_suffering,9,1,89.1875,80.0625,0.0258941650390625
T03_moss,moss,T6,T03,pain_suffering,10,1,76.8125,69.375,0.040283203125
T04_moss,moss,T6,T04,pain_suffering,12,1,76.625,69.4375,0.024749755859375
T05_moss,moss,T6,T05,fear,9,1,76.8125,69.375,0.040740966796875
T06_moss,moss,T6,T06,fear,10,1,76.8125,69.375,0.035736083984375
T07_moss,moss,T6,T07,fear,13,1,71.375,63.875,0.0156402587890625
T08_moss,moss,T6,T08,fear,8,1,76.8125,69.375,0.041046142578125
T09_moss,moss,T6,T09,scientific_welfare,9,1,69.0625,63.75,0.0226593017578125
T10_moss,moss,T6,T10,scientific_welfare,12,1,65.0625,59.8125,0.025665283203125
T11_moss,moss,T6,T11,scientific_welfare,12,1,60.96875,57.15625,0.019256591796875
T12_moss,moss,T6,T12,scientific_welfare,11,1,61.625,55.90625,0.0306396484375
T13_moss,moss,T6,T13,moral_consideration,10,1,76.8125,69.375,0.03472900390625
T14_moss,moss,T6,T14,moral_consideration,13,1,71.3125,65.25,0.01995849609375
T15_moss,moss,T6,T15,moral_consideration,12,1,77.125,70.0625,0.00958251953125
T16_moss,moss,T6,T16,moral_consideration,13,1,74.0,67.25,0.0269775390625
T17_moss,moss,T6,T17,neutral_control,7,1,76.8125,69.375,0.049896240234375
T18_moss,moss,T6,T18,neutral_control,8,1,76.8125,69.375,0.045806884765625
T19_moss,moss,T6,T19,neutral_control,12,1,82.625,73.875,0.040374755859375
T20_moss,moss,T6,T20,neutral_control,8,1,76.8125,69.375,0.04248046875
T21_moss,moss,T6,T21,cross_framing,14,1,76.8125,69.375,0.029144287109375
T22_moss,moss,T6,T22,cross_framing,15,1,69.625,62.21875,0.02655029296875
T23_moss,moss,T6,T23,cross_framing,17,1,72.9375,66.6875,0.0180511474609375
T24_moss,moss,T6,T24,cross_framing,21,1,84.5625,76.0625,0.0170135498046875
T25_moss,moss,T6,T25,cross_framing,19,1,76.8125,69.375,0.03387451171875
T01_mushroom,mushroom,T6,T01,pain_suffering,6,1,72.9375,66.75,0.052581787109375
T02_mushroom,mushroom,T6,T02,pain_suffering,9,1,64.125,57.78125,0.02105712890625
T03_mushroom,mushroom,T6,T03,pain_suffering,10,1,72.9375,66.75,0.039031982421875
T04_mushroom,mushroom,T6,T04,pain_suffering,12,1,61.3125,56.84375,0.0216522216796875
T05_mushroom,mushroom,T6,T05,fear,9,1,72.9375,66.75,0.040313720703125
T06_mushroom,mushroom,T6,T06,fear,10,1,72.9375,66.75,0.03607177734375
T07_mushroom,mushroom,T6,T07,fear,13,1,63.03125,56.875,0.0134124755859375
T08_mushroom,mushroom,T6,T08,fear,8,1,72.9375,66.75,0.039642333984375
T09_mushroom,mushroom,T6,T09,scientific_welfare,9,1,46.5625,42.875,0.019287109375
T10_mushroom,mushroom,T6,T10,scientific_welfare,12,1,64.25,59.46875,0.02313232421875
T11_mushroom,mushroom,T6,T11,scientific_welfare,12,1,62.0625,58.75,0.017974853515625
T12_mushroom,mushroom,T6,T12,scientific_welfare,11,1,66.0,61.75,0.03338623046875
T13_mushroom,mushroom,T6,T13,moral_consideration,10,1,72.9375,66.75,0.03448486328125
T14_mushroom,mushroom,T6,T14,moral_consideration,13,1,61.46875,56.46875,0.01873779296875
T15_mushroom,mushroom,T6,T15,moral_consideration,12,1,55.8125,50.5,0.007602691650390625
T16_mushroom,mushroom,T6,T16,moral_consideration,13,1,73.625,68.0625,0.0241241455078125
T17_mushroom,mushroom,T6,T17,neutral_control,7,1,72.9375,66.75,0.046783447265625
T18_mushroom,mushroom,T6,T18,neutral_control,8,1,72.9375,66.75,0.044647216796875
T19_mushroom,mushroom,T6,T19,neutral_control,12,1,68.8125,62.40625,0.03369140625
T20_mushroom,mushroom,T6,T20,neutral_control,8,1,72.9375,66.75,0.04278564453125
T21_mushroom,mushroom,T6,T21,cross_framing,14,1,72.9375,66.75,0.0298004150390625
T22_mushroom,mushroom,T6,T22,cross_framing,15,1,65.9375,60.46875,0.0247344970703125
T23_mushroom,mushroom,T6,T23,cross_framing,17,1,63.28125,58.21875,0.0166778564453125
T24_mushroom,mushroom,T6,T24,cross_framing,21,1,75.0625,68.375,0.0142974853515625
T25_mushroom,mushroom,T6,T25,cross_framing,19,1,72.9375,66.75,0.03363037109375
T01_oak_tree,oak tree,T6,T01,pain_suffering,7,2,86.125,78.5625,0.04888916015625
T02_oak_tree,oak tree,T6,T02,pain_suffering,10,2,85.25,75.75,0.0253143310546875
T03_oak_tree,oak tree,T6,T03,pain_suffering,11,2,86.125,78.5625,0.037994384765625
T04_oak_tree,oak tree,T6,T04,pain_suffering,13,2,77.6875,69.3125,0.024261474609375
T05_oak_tree,oak tree,T6,T05,fear,10,2,86.125,78.5625,0.0396728515625
T06_oak_tree,oak tree,T6,T06,fear,11,2,86.125,78.5625,0.035125732421875
T07_oak_tree,oak tree,T6,T07,fear,14,2,83.125,75.5625,0.0198516845703125
T08_oak_tree,oak tree,T6,T08,fear,9,2,86.125,78.5625,0.0396728515625
T09_oak_tree,oak tree,T6,T09,scientific_welfare,10,2,66.25,61.21875,0.0228729248046875
T10_oak_tree,oak tree,T6,T10,scientific_welfare,13,2,70.125,64.625,0.0237579345703125
T11_oak_tree,oak tree,T6,T11,scientific_welfare,13,2,67.5,63.34375,0.018646240234375
T12_oak_tree,oak tree,T6,T12,scientific_welfare,12,2,66.625,61.46875,0.0283203125
T13_oak_tree,oak tree,T6,T13,moral_consideration,11,2,86.125,78.5625,0.0347900390625
T14_oak_tree,oak tree,T6,T14,moral_consideration,14,2,71.5,66.4375,0.0202178955078125
T15_oak_tree,oak tree,T6,T15,moral_consideration,13,2,60.75,55.53125,0.01177978515625
T16_oak_tree,oak tree,T6,T16,moral_consideration,14,2,83.6875,75.3125,0.0243988037109375
T17_oak_tree,oak tree,T6,T17,neutral_control,8,2,86.125,78.5625,0.047027587890625
T18_oak_tree,oak tree,T6,T18,neutral_control,9,2,86.125,78.5625,0.044158935546875
T19_oak_tree,oak tree,T6,T19,neutral_control,13,2,81.0,73.375,0.0338134765625
T20_oak_tree,oak tree,T6,T20,neutral_control,9,2,86.125,78.5625,0.041839599609375
T21_oak_tree,oak tree,T6,T21,cross_framing,15,2,86.125,78.5625,0.0295867919921875
T22_oak_tree,oak tree,T6,T22,cross_framing,16,2,68.125,62.1875,0.0260467529296875
T23_oak_tree,oak tree,T6,T23,cross_framing,18,2,73.25,65.8125,0.0182647705078125
T24_oak_tree,oak tree,T6,T24,cross_framing,22,2,88.0625,78.4375,0.0160980224609375
T25_oak_tree,oak tree,T6,T25,cross_framing,20,2,86.125,78.5625,0.0301971435546875
T01_river,river,T6,T01,pain_suffering,6,1,84.0,76.8125,0.06451416015625
T02_river,river,T6,T02,pain_suffering,9,1,91.625,81.375,0.028411865234375
T03_river,river,T6,T03,pain_suffering,10,1,84.0,76.8125,0.045806884765625
T04_river,river,T6,T04,pain_suffering,12,1,76.75,70.0,0.025665283203125
T05_river,river,T6,T05,fear,9,1,84.0,76.8125,0.046661376953125
T06_river,river,T6,T06,fear,10,1,84.0,76.8125,0.042999267578125
T07_river,river,T6,T07,fear,13,1,78.125,71.5625,0.020416259765625
T08_river,river,T6,T08,fear,8,1,84.0,76.8125,0.04736328125
T09_river,river,T6,T09,scientific_welfare,9,1,66.6875,60.90625,0.023590087890625
T10_river,river,T6,T10,scientific_welfare,12,1,71.0,64.75,0.028472900390625
T11_river,river,T6,T11,scientific_welfare,12,1,68.8125,64.0,0.0196533203125
T12_river,river,T6,T12,scientific_welfare,11,1,73.8125,67.5625,0.0360107421875
T13_river,river,T6,T13,moral_consideration,10,1,84.0,76.8125,0.043426513671875
T14_river,river,T6,T14,moral_consideration,13,1,72.375,66.5625,0.023193359375
T15_river,river,T6,T15,moral_consideration,12,1,71.0625,64.875,0.0086517333984375
T16_river,river,T6,T16,moral_consideration,13,1,81.4375,72.75,0.032073974609375
T17_river,river,T6,T17,neutral_control,7,1,84.0,76.8125,0.059600830078125
T18_river,river,T6,T18,neutral_control,8,1,84.0,76.8125,0.05755615234375
T19_river,river,T6,T19,neutral_control,12,1,85.0625,76.75,0.046295166015625
T20_river,river,T6,T20,neutral_control,8,1,84.0,76.8125,0.0528564453125
T21_river,river,T6,T21,cross_framing,14,1,84.0,76.8125,0.03436279296875
T22_river,river,T6,T22,cross_framing,15,1,70.5625,63.5625,0.0303802490234375
T23_river,river,T6,T23,cross_framing,17,1,73.5625,67.6875,0.021453857421875
T24_river,river,T6,T24,cross_framing,21,1,88.5625,78.5625,0.0186614990234375
T25_river,river,T6,T25,cross_framing,19,1,84.0,76.8125,0.0379638671875
T01_rock,rock,T6,T01,pain_suffering,6,1,76.3125,68.1875,0.04730224609375
T02_rock,rock,T6,T02,pain_suffering,9,1,83.25,75.0625,0.022186279296875
T03_rock,rock,T6,T03,pain_suffering,10,1,76.3125,68.1875,0.03448486328125
T04_rock,rock,T6,T04,pain_suffering,12,1,68.5625,61.46875,0.02044677734375
T05_rock,rock,T6,T05,fear,9,1,76.3125,68.1875,0.0350341796875
T06_rock,rock,T6,T06,fear,10,1,76.3125,68.1875,0.0316162109375
T07_rock,rock,T6,T07,fear,13,1,67.6875,60.28125,0.01511383056640625
T08_rock,rock,T6,T08,fear,8,1,76.3125,68.1875,0.036407470703125
T09_rock,rock,T6,T09,scientific_welfare,9,1,62.65625,56.34375,0.0202789306640625
T10_rock,rock,T6,T10,scientific_welfare,12,1,62.8125,56.75,0.0220794677734375
T11_rock,rock,T6,T11,scientific_welfare,12,1,59.8125,54.46875,0.0172576904296875
T12_rock,rock,T6,T12,scientific_welfare,11,1,63.15625,57.0625,0.0286407470703125
T13_rock,rock,T6,T13,moral_consideration,10,1,76.3125,68.1875,0.032623291015625
T14_rock,rock,T6,T14,moral_consideration,13,1,65.375,58.34375,0.0175323486328125
T15_rock,rock,T6,T15,moral_consideration,12,1,62.25,54.90625,0.00794219970703125
T16_rock,rock,T6,T16,moral_consideration,13,1,72.0,65.0625,0.0240478515625
T17_rock,rock,T6,T17,neutral_control,7,1,76.3125,68.1875,0.04437255859375
T18_rock,rock,T6,T18,neutral_control,8,1,76.3125,68.1875,0.04010009765625
T19_rock,rock,T6,T19,neutral_control,12,1,74.375,66.875,0.0350341796875
T20_rock,rock,T6,T20,neutral_control,8,1,76.3125,68.1875,0.03875732421875
T21_rock,rock,T6,T21,cross_framing,14,1,76.3125,68.1875,0.0261688232421875
T22_rock,rock,T6,T22,cross_framing,15,1,66.9375,59.5,0.0239105224609375
T23_rock,rock,T6,T23,cross_framing,17,1,65.8125,59.15625,0.0164947509765625
T24_rock,rock,T6,T24,cross_framing,21,1,73.375,65.75,0.01380157470703125
T25_rock,rock,T6,T25,cross_framing,19,1,76.3125,68.1875,0.028900146484375
T01_seaweed,seaweed,T6,T01,pain_suffering,7,2,81.5625,74.1875,0.04168701171875
T02_seaweed,seaweed,T6,T02,pain_suffering,10,2,91.5,81.875,0.0222320556640625
T03_seaweed,seaweed,T6,T03,pain_suffering,11,2,81.5625,74.1875,0.0345458984375
T04_seaweed,seaweed,T6,T04,pain_suffering,13,2,74.875,68.25,0.018951416015625
T05_seaweed,seaweed,T6,T05,fear,10,2,81.5625,74.1875,0.03485107421875
T06_seaweed,seaweed,T6,T06,fear,11,2,81.5625,74.1875,0.0304107666015625
T07_seaweed,seaweed,T6,T07,fear,14,2,85.1875,77.875,0.0165557861328125
T08_seaweed,seaweed,T6,T08,fear,9,2,81.5625,74.1875,0.03472900390625
T09_seaweed,seaweed,T6,T09,scientific_welfare,10,2,71.5,65.125,0.0207672119140625
T10_seaweed,seaweed,T6,T10,scientific_welfare,13,2,71.9375,64.0625,0.021697998046875
T11_seaweed,seaweed,T6,T11,scientific_welfare,13,2,70.0625,65.25,0.0175018310546875
T12_seaweed,seaweed,T6,T12,scientific_welfare,12,2,71.0625,65.125,0.025848388671875
T13_seaweed,seaweed,T6,T13,moral_consideration,11,2,81.5625,74.1875,0.0292205810546875
T14_seaweed,seaweed,T6,T14,moral_consideration,14,2,71.5625,65.5,0.0185546875
T15_seaweed,seaweed,T6,T15,moral_consideration,13,2,78.0,71.4375,0.012542724609375
T16_seaweed,seaweed,T6,T16,moral_consideration,14,2,78.25,71.75,0.0222015380859375
T17_seaweed,seaweed,T6,T17,neutral_control,8,2,81.5625,74.1875,0.04132080078125
T18_seaweed,seaweed,T6,T18,neutral_control,9,2,81.5625,74.1875,0.037353515625
T19_seaweed,seaweed,T6,T19,neutral_control,13,2,81.125,73.25,0.0282440185546875
T20_seaweed,seaweed,T6,T20,neutral_control,9,2,81.5625,74.1875,0.036102294921875
T21_seaweed,seaweed,T6,T21,cross_framing,15,2,81.5625,74.1875,0.025146484375
T22_seaweed,seaweed,T6,T22,cross_framing,16,2,73.375,66.3125,0.02313232421875
T23_seaweed,seaweed,T6,T23,cross_framing,18,2,73.0,67.125,0.0161285400390625
T24_seaweed,seaweed,T6,T24,cross_framing,22,2,85.25,77.3125,0.01406097412109375
T25_seaweed,seaweed,T6,T25,cross_framing,20,2,81.5625,74.1875,0.0263824462890625
T01_statue,statue,T6,T01,pain_suffering,6,1,110.25,99.625,0.0670166015625
T02_statue,statue,T6,T02,pain_suffering,9,1,116.3125,101.9375,0.030029296875
T03_statue,statue,T6,T03,pain_suffering,10,1,110.25,99.625,0.050048828125
T04_statue,statue,T6,T04,pain_suffering,12,1,102.25,92.625,0.03253173828125
T05_statue,statue,T6,T05,fear,9,1,110.25,99.625,0.052093505859375
T06_statue,statue,T6,T06,fear,10,1,110.25,99.625,0.045318603515625
T07_statue,statue,T6,T07,fear,13,1,100.4375,91.375,0.0260467529296875
T08_statue,statue,T6,T08,fear,8,1,110.25,99.625,0.049346923828125
T09_statue,statue,T6,T09,scientific_welfare,9,1,98.25,89.375,0.02825927734375
T10_statue,statue,T6,T10,scientific_welfare,12,1,103.9375,91.1875,0.03094482421875
T11_statue,statue,T6,T11,scientific_welfare,12,1,98.3125,88.25,0.024169921875
T12_statue,statue,T6,T12,scientific_welfare,11,1,107.5625,98.0,0.03955078125
T13_statue,statue,T6,T13,moral_consideration,10,1,110.25,99.625,0.046661376953125
T14_statue,statue,T6,T14,moral_consideration,13,1,99.5,90.3125,0.0279998779296875
T15_statue,statue,T6,T15,moral_consideration,12,1,91.8125,82.3125,0.0116119384765625
T16_statue,statue,T6,T16,moral_consideration,13,1,108.6875,95.4375,0.03289794921875
T17_statue,statue,T6,T17,neutral_control,7,1,110.25,99.625,0.06573486328125
T18_statue,statue,T6,T18,neutral_control,8,1,110.25,99.625,0.05963134765625
T19_statue,statue,T6,T19,neutral_control,12,1,107.4375,96.625,0.0487060546875
T20_statue,statue,T6,T20,neutral_control,8,1,110.25,99.625,0.055755615234375
T21_statue,statue,T6,T21,cross_framing,14,1,110.25,99.625,0.03863525390625
T22_statue,statue,T6,T22,cross_framing,15,1,96.1875,84.5625,0.035888671875
T23_statue,statue,T6,T23,cross_framing,17,1,105.3125,94.0,0.027069091796875
T24_statue,statue,T6,T24,cross_framing,21,1,111.9375,101.4375,0.0201873779296875
T25_statue,statue,T6,T25,cross_framing,19,1,110.25,99.625,0.039794921875
T01_table,table,T6,T01,pain_suffering,6,1,84.6875,76.75,0.05615234375
T02_table,table,T6,T02,pain_suffering,9,1,83.0,74.9375,0.0247039794921875
T03_table,table,T6,T03,pain_suffering,10,1,84.6875,76.75,0.042694091796875
T04_table,table,T6,T04,pain_suffering,12,1,71.1875,63.875,0.0205535888671875
T05_table,table,T6,T05,fear,9,1,84.6875,76.75,0.041473388671875
T06_table,table,T6,T06,fear,10,1,84.6875,76.75,0.039093017578125
T07_table,table,T6,T07,fear,13,1,77.5,70.4375,0.0158233642578125
T08_table,table,T6,T08,fear,8,1,84.6875,76.75,0.042449951171875
T09_table,table,T6,T09,scientific_welfare,9,1,54.78125,47.65625,0.0185089111328125
T10_table,table,T6,T10,scientific_welfare,12,1,65.125,59.0,0.02301025390625
T11_table,table,T6,T11,scientific_welfare,12,1,56.875,51.59375,0.0162506103515625
T12_table,table,T6,T12,scientific_welfare,11,1,71.0,64.75,0.0306549072265625
T13_table,table,T6,T13,moral_consideration,10,1,84.6875,76.75,0.040496826171875
T14_table,table,T6,T14,moral_consideration,13,1,77.4375,70.4375,0.01776123046875
T15_table,table,T6,T15,moral_consideration,12,1,67.8125,61.46875,0.007518768310546875
T16_table,table,T6,T16,moral_consideration,13,1,79.375,72.6875,0.0246734619140625
T17_table,table,T6,T17,neutral_control,7,1,84.6875,76.75,0.057464599609375
T18_table,table,T6,T18,neutral_control,8,1,84.6875,76.75,0.05059814453125
T19_table,table,T6,T19,neutral_control,12,1,76.625,69.5625,0.039215087890625
T20_table,table,T6,T20,neutral_control,8,1,84.6875,76.75,0.050506591796875
T21_table,table,T6,T21,cross_framing,14,1,84.6875,76.75,0.0323486328125
T22_table,table,T6,T22,cross_framing,15,1,73.0625,66.8125,0.026214599609375
T23_table,table,T6,T23,cross_framing,17,1,87.9375,80.375,0.0184783935546875
T24_table,table,T6,T24,cross_framing,21,1,75.5,67.9375,0.016082763671875
T25_table,table,T6,T25,cross_framing,19,1,84.6875,76.75,0.032989501953125
