sentence_id,entity,tier,template_id,template_type,n_tokens,n_entity_tokens,resid_post_norm,mlp_out_norm,attn_to_mean
T01_child,child,T1,T01,pain_suffering,6,1,87.8125,77.5625,0.062408447265625
T02_child,child,T1,T02,pain_suffering,9,1,98.25,89.5625,0.0281219482421875
T03_child,child,T1,T03,pain_suffering,10,1,87.8125,77.5625,0.050689697265625
T04_child,child,T1,T04,pain_suffering,12,1,95.6875,85.1875,0.0281829833984375
T05_child,child,T1,T05,fear,9,1,87.8125,77.5625,0.05328369140625
T06_child,child,T1,T06,fear,10,1,87.8125,77.5625,0.04302978515625
T07_child,child,T1,T07,fear,13,1,104.1875,94.6875,0.023193359375
T08_child,child,T1,T08,fear,8,1,87.8125,77.5625,0.045013427734375
T09_child,child,T1,T09,scientific_welfare,9,1,82.9375,75.125,0.02642822265625
T10_child,child,T1,T10,scientific_welfare,12,1,87.25,80.625,0.0297088623046875
T11_child,child,T1,T11,scientific_welfare,12,1,79.5625,72.0,0.021728515625
T12_child,child,T1,T12,scientific_welfare,11,1,92.0625,83.9375,0.037200927734375
T13_child,child,T1,T13,moral_consideration,10,1,87.8125,77.5625,0.047210693359375
T14_child,child,T1,T14,moral_consideration,13,1,80.0,73.5625,0.024871826171875
T15_child,child,T1,T15,moral_consideration,12,1,89.875,82.25,0.01232147216796875
T16_child,child,T1,T16,moral_consideration,13,1,81.75,75.3125,0.0279388427734375
T17_child,child,T1,T17,neutral_control,7,1,87.8125,77.5625,0.056427001953125
T18_child,child,T1,T18,neutral_control,8,1,87.8125,77.5625,0.052398681640625
T19_child,child,T1,T19,neutral_control,12,1,98.25,89.0625,0.0390625
T20_child,child,T1,T20,neutral_control,8,1,87.8125,77.5625,0.052764892578125
T21_child,child,T1,T21,cross_framing,14,1,87.8125,77.5625,0.036651611328125
T22_child,child,T1,T22,cross_framing,15,1,73.9375,67.125,0.03228759765625
T23_child,child,T1,T23,cross_framing,17,1,69.625,63.96875,0.0227203369140625
T24_child,child,T1,T24,cross_framing,21,1,89.0625,81.0625,0.020355224609375
T25_child,child,T1,T25,cross_framing,19,1,87.8125,77.5625,0.038482666015625
T01_elderly_person,elderly person,T1,T01,pain_suffering,7,2,102.375,92.375,0.049560546875
T02_elderly_person,elderly person,T1,T02,pain_suffering,10,2,110.75,101.5625,0.0260772705078125
T03_elderly_person,elderly person,T1,T03,pain_suffering,11,2,102.375,92.375,0.0435791015625
T04_elderly_person,elderly person,T1,T04,pain_suffering,13,2,101.0625,93.375,0.02337646484375
T05_elderly_person,elderly person,T1,T05,fear,10,2,102.375,92.375,0.04473876953125
T06_elderly_person,elderly person,T1,T06,fear,11,2,102.375,92.375,0.037078857421875
T07_elderly_person,elderly person,T1,T07,fear,14,2,99.375,92.0,0.0188446044921875
T08_elderly_person,elderly person,T1,T08,fear,9,2,102.375,92.375,0.0411376953125
T09_elderly_person,elderly person,T1,T09,scientific_welfare,10,2,93.875,86.5625,0.024932861328125
T10_elderly_person,elderly person,T1,T10,scientific_welfare,13,2,96.4375,89.0625,0.025238037109375
T11_elderly_person,elderly person,T1,T11,scientific_welfare,13,2,86.6875,79.4375,0.019866943359375
T12_elderly_person,elderly person,T1,T12,scientific_welfare,12,2,98.9375,91.1875,0.030181884765625
T13_elderly_person,elderly person,T1,T13,moral_consideration,11,2,102.375,92.375,0.039581298828125
T14_elderly_person,elderly person,T1,T14,moral_consideration,14,2,95.875,88.125,0.0218048095703125
T15_elderly_person,elderly person,T1,T15,moral_consideration,13,2,87.75,77.8125,0.0122833251953125
T16_elderly_person,elderly person,T1,T16,moral_consideration,14,2,104.375,94.3125,0.0255126953125
T17_elderly_person,elderly person,T1,T17,neutral_control,8,2,102.375,92.375,0.0465087890625
T18_elderly_person,elderly person,T1,T18,neutral_control,9,2,102.375,92.375,0.043304443359375
T19_elderly_person,elderly person,T1,T19,neutral_control,13,2,110.4375,100.375,0.0323486328125
T20_elderly_person,elderly person,T1,T20,neutral_control,9,2,102.375,92.375,0.043914794921875
T21_elderly_person,elderly person,T1,T21,cross_framing,15,2,102.375,92.375,0.032318115234375
T22_elderly_person,elderly person,T1,T22,cross_framing,16,2,101.5,91.25,0.028961181640625
T23_elderly_person,elderly person,T1,T23,cross_framing,18,2,96.875,89.1875,0.020660400390625
T24_elderly_person,elderly person,T1,T24,cross_framing,22,2,103.9375,95.3125,0.018310546875
T25_elderly_person,elderly person,T1,T25,cross_framing,20,2,102.375,92.375,0.0307769775390625
T01_infant,infant,T1,T01,pain_suffering,6,1,81.5625,74.8125,0.060821533203125
T02_infant,infant,T1,T02,pain_suffering,9,1,87.625,78.25,0.0291290283203125
T03_infant,infant,T1,T03,pain_suffering,10,1,81.5625,74.8125,0.04901123046875
T04_infant,infant,T1,T04,pain_suffering,12,1,93.5,85.625,0.0277099609375
T05_infant,infant,T1,T05,fear,9,1,81.5625,74.8125,0.050018310546875
T06_infant,infant,T1,T06,fear,10,1,81.5625,74.8125,0.041229248046875
T07_infant,infant,T1,T07,fear,13,1,80.125,73.5625,0.022369384765625
T08_infant,infant,T1,T08,fear,8,1,81.5625,74.8125,0.043060302734375
T09_infant,infant,T1,T09,scientific_welfare,9,1,70.3125,66.25,0.025115966796875
T10_infant,infant,T1,T10,scientific_welfare,12,1,76.0,71.3125,0.028839111328125
T11_infant,infant,T1,T11,scientific_welfare,12,1,68.9375,65.5,0.022003173828125
T12_infant,infant,T1,T12,scientific_welfare,11,1,79.8125,74.4375,0.0352783203125
T13_infant,infant,T1,T13,moral_consideration,10,1,81.5625,74.8125,0.04144287109375
T14_infant,infant,T1,T14,moral_consideration,13,1,69.375,65.6875,0.0228271484375
T15_infant,infant,T1,T15,moral_consideration,12,1,74.0625,68.5,0.0113983154296875
T16_infant,infant,T1,T16,moral_consideration,13,1,75.75,70.8125,0.0303955078125
T17_infant,infant,T1,T17,neutral_control,7,1,81.5625,74.8125,0.05389404296875
T18_infant,infant,T1,T18,neutral_control,8,1,81.5625,74.8125,0.050140380859375
T19_infant,infant,T1,T19,neutral_control,12,1,100.9375,91.75,0.04205322265625
T20_infant,infant,T1,T20,neutral_control,8,1,81.5625,74.8125,0.048583984375
T21_infant,infant,T1,T21,cross_framing,14,1,81.5625,74.8125,0.0335693359375
T22_infant,infant,T1,T22,cross_framing,15,1,68.75,63.34375,0.029052734375
T23_infant,infant,T1,T23,cross_framing,17,1,68.5,64.75,0.021148681640625
T24_infant,infant,T1,T24,cross_framing,21,1,81.5625,75.125,0.01947021484375
T25_infant,infant,T1,T25,cross_framing,19,1,81.5625,74.8125,0.03558349609375
T01_patient,patient,T1,T01,pain_suffering,6,1,90.8125,81.8125,0.07098388671875
T02_patient,patient,T1,T02,pain_suffering,9,1,108.75,99.1875,0.032684326171875
T03_patient,patient,T1,T03,pain_suffering,10,1,90.8125,81.8125,0.06329345703125
T04_patient,patient,T1,T04,pain_suffering,12,1,112.4375,98.5,0.0328369140625
T05_patient,patient,T1,T05,fear,9,1,90.8125,81.8125,0.058807373046875
T06_patient,patient,T1,T06,fear,10,1,90.8125,81.8125,0.050018310546875
T07_patient,patient,T1,T07,fear,13,1,106.3125,96.9375,0.02789306640625
T08_patient,patient,T1,T08,fear,8,1,90.8125,81.8125,0.053985595703125
T09_patient,patient,T1,T09,scientific_welfare,9,1,91.3125,82.25,0.027587890625
T10_patient,patient,T1,T10,scientific_welfare,12,1,89.375,82.0625,0.03173828125
T11_patient,patient,T1,T11,scientific_welfare,12,1,82.375,76.0,0.0240631103515625
T12_patient,patient,T1,T12,scientific_welfare,11,1,104.625,95.625,0.04156494140625
T13_patient,patient,T1,T13,moral_consideration,10,1,90.8125,81.8125,0.05438232421875
T14_patient,patient,T1,T14,moral_consideration,13,1,87.625,80.3125,0.026702880859375
T15_patient,patient,T1,T15,moral_consideration,12,1,92.8125,84.625,0.0112457275390625
T16_patient,patient,T1,T16,moral_consideration,13,1,101.125,89.5,0.03497314453125
T17_patient,patient,T1,T17,neutral_control,7,1,90.8125,81.8125,0.0654296875
T18_patient,patient,T1,T18,neutral_control,8,1,90.8125,81.8125,0.059051513671875
T19_patient,patient,T1,T19,neutral_control,12,1,111.1875,100.375,0.04486083984375
T20_patient,patient,T1,T20,neutral_control,8,1,90.8125,81.8125,0.061981201171875
T21_patient,patient,T1,T21,cross_framing,14,1,90.8125,81.8125,0.043182373046875
T22_patient,patient,T1,T22,cross_framing,15,1,94.9375,83.9375,0.037811279296875
T23_patient,patient,T1,T23,cross_framing,17,1,86.6875,77.5,0.02642822265625
T24_patient,patient,T1,T24,cross_framing,21,1,109.3125,99.375,0.025970458984375
T25_patient,patient,T1,T25,cross_framing,19,1,90.8125,81.8125,0.042236328125
T01_prisoner,prisoner,T1,T01,pain_suffering,6,1,107.625,95.5625,0.064697265625
T02_prisoner,prisoner,T1,T02,pain_suffering,9,1,106.625,97.375,0.029296875
T03_prisoner,prisoner,T1,T03,pain_suffering,10,1,107.625,95.5625,0.052825927734375
T04_prisoner,prisoner,T1,T04,pain_suffering,12,1,110.875,101.6875,0.03094482421875
T05_prisoner,prisoner,T1,T05,fear,9,1,107.625,95.5625,0.051239013671875
T06_prisoner,prisoner,T1,T06,fear,10,1,107.625,95.5625,0.043853759765625
T07_prisoner,prisoner,T1,T07,fear,13,1,106.9375,97.0625,0.0258331298828125
T08_prisoner,prisoner,T1,T08,fear,8,1,107.625,95.5625,0.047943115234375
T09_prisoner,prisoner,T1,T09,scientific_welfare,9,1,78.3125,72.5,0.0273284912109375
T10_prisoner,prisoner,T1,T10,scientific_welfare,12,1,90.375,81.0625,0.0287933349609375
T11_prisoner,prisoner,T1,T11,scientific_welfare,12,1,78.9375,73.8125,0.0226898193359375
T12_prisoner,prisoner,T1,T12,scientific_welfare,11,1,103.4375,94.4375,0.03704833984375
T13_prisoner,prisoner,T1,T13,moral_consideration,10,1,107.625,95.5625,0.04742431640625
T14_prisoner,prisoner,T1,T14,moral_consideration,13,1,93.75,85.4375,0.0265045166015625
T15_prisoner,prisoner,T1,T15,moral_consideration,12,1,90.375,81.5625,0.0116119384765625
T16_prisoner,prisoner,T1,T16,moral_consideration,13,1,91.25,83.375,0.03173828125
T17_prisoner,prisoner,T1,T17,neutral_control,7,1,107.625,95.5625,0.0570068359375
T18_prisoner,prisoner,T1,T18,neutral_control,8,1,107.625,95.5625,0.054107666015625
T19_prisoner,prisoner,T1,T19,neutral_control,12,1,111.5625,97.875,0.043792724609375
T20_prisoner,prisoner,T1,T20,neutral_control,8,1,107.625,95.5625,0.05279541015625
T21_prisoner,prisoner,T1,T21,cross_framing,14,1,107.625,95.5625,0.036041259765625
T22_prisoner,prisoner,T1,T22,cross_framing,15,1,82.4375,74.75,0.03350830078125
T23_prisoner,prisoner,T1,T23,cross_framing,17,1,87.5,79.8125,0.0237884521484375
T24_prisoner,prisoner,T1,T24,cross_framing,21,1,102.125,93.1875,0.021881103515625
T25_prisoner,prisoner,T1,T25,cross_framing,19,1,107.625,95.5625,0.037567138671875
T01_refugee,refugee,T1,T01,pain_suffering,6,1,65.625,59.34375,0.06121826171875
T02_refugee,refugee,T1,T02,pain_suffering,9,1,70.0625,63.53125,0.0303955078125
T03_refugee,refugee,T1,T03,pain_suffering,10,1,65.625,59.34375,0.052734375
T04_refugee,refugee,T1,T04,pain_suffering,12,1,76.9375,70.1875,0.0296478271484375
T05_refugee,refugee,T1,T05,fear,9,1,65.625,59.34375,0.050018310546875
T06_refugee,refugee,T1,T06,fear,10,1,65.625,59.34375,0.042816162109375
T07_refugee,refugee,T1,T07,fear,13,1,66.125,59.4375,0.023193359375
T08_refugee,refugee,T1,T08,fear,8,1,65.625,59.34375,0.053436279296875
T09_refugee,refugee,T1,T09,scientific_welfare,9,1,62.78125,57.625,0.0277099609375
T10_refugee,refugee,T1,T10,scientific_welfare,12,1,65.6875,60.0625,0.031585693359375
T11_refugee,refugee,T1,T11,scientific_welfare,12,1,63.5625,58.5,0.0247039794921875
T12_refugee,refugee,T1,T12,scientific_welfare,11,1,69.3125,63.59375,0.0408935546875
T13_refugee,refugee,T1,T13,moral_consideration,10,1,65.625,59.34375,0.046783447265625
T14_refugee,refugee,T1,T14,moral_consideration,13,1,63.4375,58.125,0.0260162353515625
T15_refugee,refugee,T1,T15,moral_consideration,12,1,65.125,58.875,0.01373291015625
T16_refugee,refugee,T1,T16,moral_consideration,13,1,66.0,59.84375,0.03204345703125
T17_refugee,refugee,T1,T17,neutral_control,7,1,65.625,59.34375,0.056121826171875
T18_refugee,refugee,T1,T18,neutral_control,8,1,65.625,59.34375,0.051025390625
T19_refugee,refugee,T1,T19,neutral_control,12,1,76.1875,68.875,0.039825439453125
T20_refugee,refugee,T1,T20,neutral_control,8,1,65.625,59.34375,0.053619384765625
T21_refugee,refugee,T1,T21,cross_framing,14,1,65.625,59.34375,0.03759765625
T22_refugee,refugee,T1,T22,cross_framing,15,1,64.4375,58.40625,0.03564453125
T23_refugee,refugee,T1,T23,cross_framing,17,1,65.5,59.5625,0.0246429443359375
T24_refugee,refugee,T1,T24,cross_framing,21,1,67.0625,60.9375,0.0206451416015625
T25_refugee,refugee,T1,T25,cross_framing,19,1,65.625,59.34375,0.03814697265625
T01_soldier,soldier,T1,T01,pain_suffering,6,1,109.0,99.0,0.06439208984375
T02_soldier,soldier,T1,T02,pain_suffering,9,1,105.6875,94.1875,0.0325927734375
T03_soldier,soldier,T1,T03,pain_suffering,10,1,109.0,99.0,0.051727294921875
T04_soldier,soldier,T1,T04,pain_suffering,12,1,106.875,95.5625,0.033660888671875
T05_soldier,soldier,T1,T05,fear,9,1,109.0,99.0,0.055938720703125
T06_soldier,soldier,T1,T06,fear,10,1,109.0,99.0,0.045562744140625
T07_soldier,soldier,T1,T07,fear,13,1,98.5625,89.375,0.0270843505859375
T08_soldier,soldier,T1,T08,fear,8,1,109.0,99.0,0.05078125
T09_soldier,soldier,T1,T09,scientific_welfare,9,1,85.125,78.0,0.026580810546875
T10_soldier,soldier,T1,T10,scientific_welfare,12,1,94.75,84.125,0.031402587890625
T11_soldier,soldier,T1,T11,scientific_welfare,12,1,82.125,76.25,0.0229339599609375
T12_soldier,soldier,T1,T12,scientific_welfare,11,1,101.125,90.375,0.039794921875
T13_soldier,soldier,T1,T13,moral_consideration,10,1,109.0,99.0,0.0482177734375
T14_soldier,soldier,T1,T14,moral_consideration,13,1,85.9375,76.125,0.025543212890625
T15_soldier,soldier,T1,T15,moral_consideration,12,1,92.625,84.5625,0.013397216796875
T16_soldier,soldier,T1,T16,moral_consideration,13,1,93.3125,83.1875,0.0313720703125
T17_soldier,soldier,T1,T17,neutral_control,7,1,109.0,99.0,0.0594482421875
T18_soldier,soldier,T1,T18,neutral_control,8,1,109.0,99.0,0.0526123046875
T19_soldier,soldier,T1,T19,neutral_control,12,1,110.5625,99.5,0.049041748046875
T20_soldier,soldier,T1,T20,neutral_control,8,1,109.0,99.0,0.053863525390625
T21_soldier,soldier,T1,T21,cross_framing,14,1,109.0,99.0,0.038055419921875
T22_soldier,soldier,T1,T22,cross_framing,15,1,96.0625,87.125,0.037017822265625
T23_soldier,soldier,T1,T23,cross_framing,17,1,92.0,82.125,0.0249176025390625
T24_soldier,soldier,T1,T24,cross_framing,21,1,98.875,87.625,0.022857666015625
T25_soldier,soldier,T1,T25,cross_framing,19,1,109.0,99.0,0.040069580078125
T01_teenager,teenager,T1,T01,pain_suffering,6,1,112.9375,100.5625,0.0653076171875
T02_teenager,teenager,T1,T02,pain_suffering,9,1,114.625,104.5625,0.0305328369140625
T03_teenager,teenager,T1,T03,pain_suffering,10,1,112.9375,100.5625,0.05645751953125
T04_teenager,teenager,T1,T04,pain_suffering,12,1,115.875,105.875,0.032440185546875
T05_teenager,teenager,T1,T05,fear,9,1,112.9375,100.5625,0.055816650390625
T06_teenager,teenager,T1,T06,fear,10,1,112.9375,100.5625,0.050048828125
T07_teenager,teenager,T1,T07,fear,13,1,106.6875,96.1875,0.0297393798828125
T08_teenager,teenager,T1,T08,fear,8,1,112.9375,100.5625,0.0538330078125
T09_teenager,teenager,T1,T09,scientific_welfare,9,1,103.375,93.1875,0.027862548828125
T10_teenager,teenager,T1,T10,scientific_welfare,12,1,103.75,94.875,0.0302276611328125
T11_teenager,teenager,T1,T11,scientific_welfare,12,1,94.9375,85.125,0.0230560302734375
T12_teenager,teenager,T1,T12,scientific_welfare,11,1,108.875,99.25,0.041259765625
T13_teenager,teenager,T1,T13,moral_consideration,10,1,112.9375,100.5625,0.0496826171875
T14_teenager,teenager,T1,T14,moral_consideration,13,1,103.875,94.4375,0.026092529296875
T15_teenager,teenager,T1,T15,moral_consideration,12,1,95.5625,82.0,0.01381683349609375
T16_teenager,teenager,T1,T16,moral_consideration,13,1,102.125,93.1875,0.03131103515625
T17_teenager,teenager,T1,T17,neutral_control,7,1,112.9375,100.5625,0.06005859375
T18_teenager,teenager,T1,T18,neutral_control,8,1,112.9375,100.5625,0.05615234375
T19_teenager,teenager,T1,T19,neutral_control,12,1,110.6875,99.5,0.041290283203125
T20_teenager,teenager,T1,T20,neutral_control,8,1,112.9375,100.5625,0.058563232421875
T21_teenager,teenager,T1,T21,cross_framing,14,1,112.9375,100.5625,0.041778564453125
T22_teenager,teenager,T1,T22,cross_framing,15,1,108.5,96.3125,0.038604736328125
T23_teenager,teenager,T1,T23,cross_framing,17,1,102.0,92.75,0.0264739990234375
T24_teenager,teenager,T1,T24,cross_framing,21,1,110.625,100.5,0.0261993408203125
T25_teenager,teenager,T1,T25,cross_framing,19,1,112.9375,100.5625,0.041961669921875
T01_woman,woman,T1,T01,pain_suffering,6,1,125.0625,112.375,0.06268310546875
T02_woman,woman,T1,T02,pain_suffering,9,1,118.3125,108.5,0.02978515625
T03_woman,woman,T1,T03,pain_suffering,10,1,125.0625,112.375,0.050445556640625
T04_woman,woman,T1,T04,pain_suffering,12,1,113.25,103.5625,0.0302581787109375
T05_woman,woman,T1,T05,fear,9,1,125.0625,112.375,0.053375244140625
T06_woman,woman,T1,T06,fear,10,1,125.0625,112.375,0.046112060546875
T07_woman,woman,T1,T07,fear,13,1,113.1875,103.0625,0.0264739990234375
T08_woman,woman,T1,T08,fear,8,1,125.0625,112.375,0.05078125
T09_woman,woman,T1,T09,scientific_welfare,9,1,100.9375,91.4375,0.0279388427734375
T10_woman,woman,T1,T10,scientific_welfare,12,1,104.4375,96.3125,0.030029296875
T11_woman,woman,T1,T11,scientific_welfare,12,1,98.0625,88.4375,0.0231170654296875
T12_woman,woman,T1,T12,scientific_welfare,11,1,113.1875,103.75,0.03765869140625
T13_woman,woman,T1,T13,moral_consideration,10,1,125.0625,112.375,0.04571533203125
T14_woman,woman,T1,T14,moral_consideration,13,1,107.125,98.4375,0.0252532958984375
T15_woman,woman,T1,T15,moral_consideration,12,1,98.4375,90.9375,0.01287841796875
T16_woman,woman,T1,T16,moral_consideration,13,1,110.3125,101.25,0.0310516357421875
T17_woman,woman,T1,T17,neutral_control,7,1,125.0625,112.375,0.061004638671875
T18_woman,woman,T1,T18,neutral_control,8,1,125.0625,112.375,0.055938720703125
T19_woman,woman,T1,T19,neutral_control,12,1,114.875,103.75,0.042816162109375
T20_woman,woman,T1,T20,neutral_control,8,1,125.0625,112.375,0.053314208984375
T21_woman,woman,T1,T21,cross_framing,14,1,125.0625,112.375,0.038726806640625
T22_woman,woman,T1,T22,cross_framing,15,1,105.3125,95.75,0.034088134765625
T23_woman,woman,T1,T23,cross_framing,17,1,106.5,97.5625,0.0248260498046875
T24_woman,woman,T1,T24,cross_framing,21,1,114.0,104.1875,0.022552490234375
T25_woman,woman,T1,T25,cross_framing,19,1,125.0625,112.375,0.0389404296875
T01_worker,worker,T1,T01,pain_suffering,6,1,89.0,79.125,0.05645751953125
T02_worker,worker,T1,T02,pain_suffering,9,1,87.0625,79.5625,0.0279388427734375
T03_worker,worker,T1,T03,pain_suffering,10,1,89.0,79.125,0.0458984375
T04_worker,worker,T1,T04,pain_suffering,12,1,93.6875,84.8125,0.03143310546875
T05_worker,worker,T1,T05,fear,9,1,89.0,79.125,0.04949951171875
T06_worker,worker,T1,T06,fear,10,1,89.0,79.125,0.038421630859375
T07_worker,worker,T1,T07,fear,13,1,84.9375,77.4375,0.0252532958984375
T08_worker,worker,T1,T08,fear,8,1,89.0,79.125,0.044525146484375
T09_worker,worker,T1,T09,scientific_welfare,9,1,77.0625,71.375,0.0269012451171875
T10_worker,worker,T1,T10,scientific_welfare,12,1,75.4375,69.6875,0.0283966064453125
T11_worker,worker,T1,T11,scientific_welfare,12,1,71.3125,66.0625,0.0220947265625
T12_worker,worker,T1,T12,scientific_welfare,11,1,97.3125,89.0,0.035858154296875
T13_worker,worker,T1,T13,moral_consideration,10,1,89.0,79.125,0.04571533203125
T14_worker,worker,T1,T14,moral_consideration,13,1,77.1875,68.875,0.02496337890625
T15_worker,worker,T1,T15,moral_consideration,12,1,83.0,76.0625,0.013885498046875
T16_worker,worker,T1,T16,moral_consideration,13,1,75.875,69.6875,0.02899169921875
T17_worker,worker,T1,T17,neutral_control,7,1,89.0,79.125,0.05218505859375
T18_worker,worker,T1,T18,neutral_control,8,1,89.0,79.125,0.04730224609375
T19_worker,worker,T1,T19,neutral_control,12,1,86.4375,78.875,0.03985595703125
T20_worker,worker,T1,T20,neutral_control,8,1,89.0,79.125,0.05035400390625
T21_worker,worker,T1,T21,cross_framing,14,1,89.0,79.125,0.03302001953125
T22_worker,worker,T1,T22,cross_framing,15,1,73.5625,67.625,0.0294036865234375
T23_worker,worker,T1,T23,cross_framing,17,1,81.25,72.5,0.0240020751953125
T24_worker,worker,T1,T24,cross_framing,21,1,77.75,70.875,0.0193939208984375
T25_worker,worker,T1,T25,cross_framing,19,1,89.0,79.125,0.03436279296875
T01_chimpanzee,chimpanzee,T2,T01,pain_suffering,9,4,50.34375,42.46875,0.03070068359375
T02_chimpanzee,chimpanzee,T2,T02,pain_suffering,12,4,54.125,43.65625,0.0182952880859375
T03_chimpanzee,chimpanzee,T2,T03,pain_suffering,13,4,50.34375,42.46875,0.0248565673828125
T04_chimpanzee,chimpanzee,T2,T04,pain_suffering,15,4,51.71875,42.625,0.01557159423828125
T05_chimpanzee,chimpanzee,T2,T05,fear,12,4,50.34375,42.46875,0.025848388671875
T06_chimpanzee,chimpanzee,T2,T06,fear,13,4,50.34375,42.46875,0.0231781005859375
T07_chimpanzee,chimpanzee,T2,T07,fear,16,4,49.28125,40.71875,0.01357269287109375
T08_chimpanzee,chimpanzee,T2,T08,fear,11,4,50.34375,42.46875,0.0257720947265625
T09_chimpanzee,chimpanzee,T2,T09,scientific_welfare,12,4,45.84375,38.15625,0.018035888671875
T10_chimpanzee,chimpanzee,T2,T10,scientific_welfare,15,4,46.53125,38.46875,0.017181396484375
T11_chimpanzee,chimpanzee,T2,T11,scientific_welfare,15,4,45.90625,39.0625,0.0145721435546875
T12_chimpanzee,chimpanzee,T2,T12,scientific_welfare,14,4,47.71875,39.84375,0.0194549560546875
T13_chimpanzee,chimpanzee,T2,T13,moral_consideration,13,4,50.34375,42.46875,0.0236968994140625
T14_chimpanzee,chimpanzee,T2,T14,moral_consideration,16,4,47.46875,39.375,0.0145111083984375
T15_chimpanzee,chimpanzee,T2,T15,moral_consideration,15,4,48.53125,40.0,0.01120758056640625
T16_chimpanzee,chimpanzee,T2,T16,moral_consideration,16,4,49.1875,39.8125,0.0164794921875
T17_chimpanzee,chimpanzee,T2,T17,neutral_control,10,4,50.34375,42.46875,0.0284576416015625
T18_chimpanzee,chimpanzee,T2,T18,neutral_control,11,4,50.34375,42.46875,0.0273590087890625
T19_chimpanzee,chimpanzee,T2,T19,neutral_control,15,4,54.875,45.5,0.0189056396484375
T20_chimpanzee,chimpanzee,T2,T20,neutral_control,11,4,50.34375,42.46875,0.0272064208984375
T21_chimpanzee,chimpanzee,T2,T21,cross_framing,17,4,50.34375,42.46875,0.019500732421875
T22_chimpanzee,chimpanzee,T2,T22,cross_framing,18,4,48.71875,40.125,0.016845703125
T23_chimpanzee,chimpanzee,T2,T23,cross_framing,20,4,48.1875,39.625,0.01334381103515625
T24_chimpanzee,chimpanzee,T2,T24,cross_framing,24,4,52.71875,42.90625,0.011322021484375
T25_chimpanzee,chimpanzee,T2,T25,cross_framing,22,4,50.34375,42.46875,0.0185089111328125
T01_cow,cow,T2,T01,pain_suffering,6,1,58.84375,52.25,0.044830322265625
T02_cow,cow,T2,T02,pain_suffering,9,1,55.53125,48.8125,0.0213470458984375
T03_cow,cow,T2,T03,pain_suffering,10,1,58.84375,52.25,0.032958984375
T04_cow,cow,T2,T04,pain_suffering,12,1,70.625,61.6875,0.0218353271484375
T05_cow,cow,T2,T05,fear,9,1,58.84375,52.25,0.036590576171875
T06_cow,cow,T2,T06,fear,10,1,58.84375,52.25,0.0308074951171875
T07_cow,cow,T2,T07,fear,13,1,52.75,45.84375,0.0149688720703125
T08_cow,cow,T2,T08,fear,8,1,58.84375,52.25,0.0343017578125
T09_cow,cow,T2,T09,scientific_welfare,9,1,50.625,45.4375,0.02032470703125
T10_cow,cow,T2,T10,scientific_welfare,12,1,61.03125,55.375,0.0233917236328125
T11_cow,cow,T2,T11,scientific_welfare,12,1,52.125,47.625,0.017333984375
T12_cow,cow,T2,T12,scientific_welfare,11,1,55.9375,50.0,0.027435302734375
T13_cow,cow,T2,T13,moral_consideration,10,1,58.84375,52.25,0.031280517578125
T14_cow,cow,T2,T14,moral_consideration,13,1,54.21875,48.3125,0.0195159912109375
T15_cow,cow,T2,T15,moral_consideration,12,1,59.59375,53.03125,0.006465911865234375
T16_cow,cow,T2,T16,moral_consideration,13,1,57.3125,51.21875,0.0233001708984375
T17_cow,cow,T2,T17,neutral_control,7,1,58.84375,52.25,0.038787841796875
T18_cow,cow,T2,T18,neutral_control,8,1,58.84375,52.25,0.0380859375
T19_cow,cow,T2,T19,neutral_control,12,1,58.6875,51.9375,0.0311431884765625
T20_cow,cow,T2,T20,neutral_control,8,1,58.84375,52.25,0.03631591796875
T21_cow,cow,T2,T21,cross_framing,14,1,58.84375,52.25,0.024658203125
T22_cow,cow,T2,T22,cross_framing,15,1,55.625,48.59375,0.021514892578125
T23_cow,cow,T2,T23,cross_framing,17,1,58.375,52.53125,0.0177001953125
T24_cow,cow,T2,T24,cross_framing,21,1,57.59375,50.625,0.01438140869140625
T25_cow,cow,T2,T25,cross_framing,19,1,58.84375,52.25,0.02838134765625
T01_dog,dog,T2,T01,pain_suffering,6,1,78.8125,71.1875,0.056121826171875
T02_dog,dog,T2,T02,pain_suffering,9,1,92.5,81.75,0.027435302734375
T03_dog,dog,T2,T03,pain_suffering,10,1,78.8125,71.1875,0.044219970703125
T04_dog,dog,T2,T04,pain_suffering,12,1,95.3125,84.75,0.02679443359375
T05_dog,dog,T2,T05,fear,9,1,78.8125,71.1875,0.048370361328125
T06_dog,dog,T2,T06,fear,10,1,78.8125,71.1875,0.039398193359375
T07_dog,dog,T2,T07,fear,13,1,79.125,71.5,0.018463134765625
T08_dog,dog,T2,T08,fear,8,1,78.8125,71.1875,0.044158935546875
T09_dog,dog,T2,T09,scientific_welfare,9,1,55.5,51.09375,0.0212249755859375
T10_dog,dog,T2,T10,scientific_welfare,12,1,71.4375,65.75,0.0262603759765625
T11_dog,dog,T2,T11,scientific_welfare,12,1,59.8125,55.78125,0.01800537109375
T12_dog,dog,T2,T12,scientific_welfare,11,1,65.9375,60.03125,0.03411865234375
T13_dog,dog,T2,T13,moral_consideration,10,1,78.8125,71.1875,0.0380859375
T14_dog,dog,T2,T14,moral_consideration,13,1,65.125,59.0625,0.020416259765625
T15_dog,dog,T2,T15,moral_consideration,12,1,62.8125,56.8125,0.0069122314453125
T16_dog,dog,T2,T16,moral_consideration,13,1,77.125,67.4375,0.02813720703125
